testset-videos,2000.mp4,21,713 2561 4903 1085 4343 4635 3948 4574 713 2953 811 4577 547 4635 1462 2550 4595 4574 2 407 4574
testset-videos,2001.mp4,14,4595 407 549 4601 3779 2912 4928 768 4575 3275 407 3327 544 982
testset-videos,2002.mp4,13,4673 3146 3346 4601 1524 4135 407 2550 4595 2733 544 3626 3468
testset-videos,2003.mp4,21,2733 4575 1966 3327 4928 5034 1085 713 1089 2163 216 713 2163 237 4928 768 4575 1643 2598 4589 2850
testset-videos,2004.mp4,25,4944 4891 811 1775 407 369 82 498 713 1768 1222 4156 5007 2782 890 4023 777 4156 2968 4635 2033 293 388 425 4969
testset-videos,2005.mp4,24,2015 266 713 501 172 335 123 101 788 4304 2743 3049 2619 4271 4574 2733 2586 145 1063 3282 4317 549 2005 308
testset-videos,2006.mp4,19,713 3654 3187 734 436 2550 2317 3346 544 891 4810 4936 2550 2 309 2598 4575 4446 2550
testset-videos,2007.mp4,20,4575 4313 3327 501 298 468 3476 244 2484 4313 3327 2653 713 2484 2967 2176 4861 1067 1066 1028
testset-videos,2008.mp4,18,4589 4743 3327 864 2398 407 713 5034 2815 2788 1442 244 4578 713 4248 3346 713 2437
testset-videos,2009.mp4,11,4575 3778 2733 2561 5034 2297 544 1142 2892 3327 1320
testset-videos,2010.mp4,25,544 2963 3327 2394 768 2782 999 244 3399 4590 2317 4921 4587 2 407 3284 2598 2743 2176 3052 4248 2550 2 309 3399
testset-videos,2011.mp4,16,2743 4891 3397 407 4248 4934 4590 5007 3824 544 4782 3526 2743 5007 1282 2598
testset-videos,2012.mp4,25,4969 501 127 393 119 281 3417 79 407 496 2598 544 4901 4574 2997 5037 2906 1787 713 5037 1183 2 407 2906 1787
testset-videos,2013.mp4,17,4574 4575 502 4635 516 2430 544 2838 2209 1929 673 4575 1323 407 768 4575 4039
testset-videos,2014.mp4,23,1502 167 4131 713 544 2963 3327 4629 4969 1502 167 4131 2743 3832 1283 4969 4575 822 713 4928 4590 920 2598
testset-videos,2015.mp4,11,3397 4109 137 127 384 4928 4903 768 548 4635 1710
testset-videos,2016.mp4,23,4575 4529 3964 407 4577 4648 2202 2318 4078 407 2226 2840 4090 713 4956 4801 4577 4305 4635 3404 379 4577 3362
testset-videos,2017.mp4,18,688 4248 4721 187 308 2550 5007 3679 2297 3978 3327 673 3327 4589 1121 3327 4674 713
testset-videos,2018.mp4,2,4891 4587
testset-videos,2019.mp4,17,1635 713 4934 4903 2 475 4802 4574 4903 2815 4575 2794 4700 2733 4575 2840 4817
testset-videos,2020.mp4,17,5037 3039 4587 2733 3266 3648 4631 4574 4956 4052 5034 2226 3282 916 2817 64 1895
testset-videos,2021.mp4,21,713 788 4903 2 393 544 196 5034 2815 2359 4106 4635 4504 3404 713 4587 768 3164 2145 407 4587
testset-videos,2022.mp4,12,2297 544 2216 1380 244 4134 4969 3052 1232 3346 4575 2921
testset-videos,2023.mp4,25,890 4635 5037 2304 1063 683 1066 2998 705 1816 4635 890 2223 308 713 3820 3399 713 3832 4175 4578 4574 5034 2 393
testset-videos,2024.mp4,8,501 43 20 3116 1731 304 69 407
testset-videos,2025.mp4,28,4248 2897 376 407 452 437 2733 544 2045 1553 2077 448 1041 281 279 2733 544 2045 4420 188 284 459 88 4420 309 468 143 88
testset-videos,2026.mp4,18,4578 4891 3282 2299 3052 4928 2550 4886 1063 2217 3327 2636 2850 1439 2122 890 4575 2400
testset-videos,2027.mp4,22,4590 3909 788 4271 4574 4590 2867 4969 3201 1222 713 2743 2 407 4575 3168 3972 244 4593 2743 2788 407
testset-videos,2028.mp4,26,5027 2550 4595 4903 2 393 3679 673 4921 848 3327 4575 1539 407 777 4575 4280 3327 3401 407 713 927 3327 4575 4219 1525
testset-videos,2029.mp4,17,3348 3778 4574 3832 1283 4635 3052 4834 4401 308 2733 4574 4903 5034 2815 2617 713
testset-videos,2030.mp4,22,2733 2550 4344 4635 1462 544 4378 713 3291 4575 4378 2733 4639 4635 673 3327 4575 4409 1063 2550 2815 4574
testset-videos,2031.mp4,10,673 4589 4837 408 3333 407 2430 903 3654 3609
testset-videos,2032.mp4,40,2743 1085 890 4802 788 705 1965 788 2550 1710 680 4969 3677 112 335 435 407 2743 1085 683 890 4802 4940 544 145 316 328 420 244 728 309 222 401 112 79 407 3327 4823 4280 407
testset-videos,2033.mp4,6,713 1287 4793 4767 4599 4844
testset-videos,2034.mp4,11,4599 1085 890 544 4392 187 4628 2176 5035 420 407
testset-videos,2035.mp4,28,4574 2788 407 3052 1287 858 713 4580 1946 3347 2598 544 4940 2550 2 302 2297 705 1841 4057 2467 2550 4055 5037 4844 2743 4891 3495
testset-videos,2036.mp4,40,3336 2216 4262 768 4635 4266 1567 544 4691 4590 2 393 3331 4635 4453 4270 1838 2 407 3700 63 1143 3282 4574 1060 3412 167 4248 5034 2815 3397 4504 3346 4599 2733 5034 3231 4635 2435 4271
testset-videos,2037.mp4,4,4597 1912 3327 3397
