trainset-videos,0000.mp4,26,4635 544 3048 3327 2202 4635 2138 4122 407 4248 3258 2889 2 407 4509 549 4928 4635 4056 3291 4599 2733 4575 3116 1719 3778
trainset-videos,0001.mp4,23,1725 2 425 3830 2733 4574 4575 971 438 495 598 1715 2 425 1710 738 4635 3655 544 196 3327 4575 4218
trainset-videos,0002.mp4,17,2297 788 3016 544 123 393 407 2598 4575 3702 788 3613 4921 2889 3052 858 4793
trainset-videos,0003.mp4,14,3327 1072 2134 4575 1215 3327 501 397 139 170 4891 544 2856 3346
trainset-videos,0004.mp4,10,2743 4891 916 3766 2707 2441 2677 1066 1718 4834
trainset-videos,0005.mp4,18,4573 407 3346 5041 4325 244 4195 1333 407 372 390 230 713 1460 4757 407 3346 2038
trainset-videos,0006.mp4,20,4574 1303 160 407 4800 4635 1710 4271 4590 683 920 4574 4587 768 1259 2946 713 4250 2635 407
trainset-videos,0007.mp4,11,2733 544 2994 3448 3327 3397 2763 788 3707 3007 407
trainset-videos,0008.mp4,19,857 993 407 3374 4937 2743 2 407 4635 496 407 3374 4937 2743 2 407 1628 87 168
trainset-videos,0009.mp4,10,4995 3815 4903 5007 2967 4635 1027 4635 5034 3397
trainset-videos,0010.mp4,17,4590 4886 544 2809 2249 713 4588 4590 713 2461 2 407 4575 1390 4590 2446 4574
trainset-videos,0011.mp4,31,4248 4574 4901 4903 2815 2743 2 407 5034 4248 2561 2979 225 174 3141 469 4179 4793 2979 225 174 3141 469 2733 3282 2322 4635 890 548 4635 4869
trainset-videos,0012.mp4,13,3918 407 2745 2550 652 4574 3078 3918 4579 3489 4956 1710 4417
trainset-videos,0013.mp4,45,2743 2 407 544 3261 1322 4635 4575 4409 4944 2435 1463 544 4628 299 3327 4577 3412 2906 713 4590 2 475 2401 4574 4628 811 2498 4511 4969 4577 3443 713 2017 157 2062 3074 713 3050 683 2350 713 2550 598 4595
trainset-videos,0014.mp4,25,2550 2 309 1823 286 2033 167 188 468 343 705 705 129 347 811 2518 407 376 425 407 713 2414 3399 4545 3246
trainset-videos,0015.mp4,30,4903 1725 2 425 4885 4635 1873 4793 1559 244 4271 4574 2733 2322 4635 890 877 393 318 2831 3374 877 393 318 4087 407 2598 4575 2950 4022
trainset-videos,0016.mp4,21,890 442 496 890 442 496 1715 2 425 2435 4575 4039 4817 1063 2550 4884 2550 4884 4509 549 4742
trainset-videos,0017.mp4,10,2456 4526 1262 4671 4578 713 2306 4578 3614 3564
trainset-videos,0018.mp4,38,3366 932 145 3417 157 145 300 2733 4934 544 4420 137 425 390 441 4548 544 2274 1395 347 4574 4590 4956 2306 4578 544 2971 3657 4572 4575 4420 137 425 390 441 4574 4590 1110
trainset-videos,0019.mp4,25,4223 407 3306 174 5037 3037 4248 4575 1203 2430 1333 177 407 407 247 4635 1710 713 3819 363 88 100 407 4635 2996
trainset-videos,0020.mp4,22,713 4944 2320 2733 2439 2733 2419 713 2439 2733 2237 713 4248 4635 2297 4635 2815 2320 713 4635 4099 2480
trainset-videos,0021.mp4,14,4034 3266 3045 4936 5034 768 3981 2461 3981 3291 5037 975 2733 4034
trainset-videos,0022.mp4,9,3330 407 1435 1811 3373 2176 1644 751 407
trainset-videos,0023.mp4,18,2176 4575 4314 1651 3327 3397 2906 2525 2743 4654 169 3397 2650 4313 2525 2743 3288 169
trainset-videos,0024.mp4,26,2467 1949 2743 2 407 3096 1764 188 79 2550 2 309 544 3938 217 3827 501 170 96 648 2461 2598 4575 2361 4650 769
trainset-videos,0025.mp4,8,4575 1174 3521 1066 4939 3823 407 768
trainset-videos,0026.mp4,17,4248 4747 483 4091 425 286 4747 483 4499 135 310 713 4747 483 991 154 302
trainset-videos,0027.mp4,19,3055 3899 713 4921 148 407 235 323 1192 3712 4408 839 331 309 496 4939 2598 4730 3712
trainset-videos,0028.mp4,15,5034 2815 713 4635 1151 4270 2912 2749 713 2484 3565 713 1628 331 3374
trainset-videos,0029.mp4,39,2455 4575 1775 149 372 167 393 3707 2997 3502 224 544 4998 1346 2487 308 4599 1346 2430 903 705 1968 4901 4635 2250 307 154 4575 1302 4637 3070 1776 3394 2598 544 1060 1908 713 683
trainset-videos,0030.mp4,18,3832 2328 4635 2435 5034 2728 1733 1840 154 299 788 4921 713 2550 2509 4635 4099 5034
trainset-videos,0031.mp4,49,1906 496 1727 407 3327 2902 4298 1269 407 713 4587 2 407 544 4234 2375 3327 3489 4057 2550 1725 2 425 2815 768 4903 675 4635 2317 2598 811 4575 4298 2550 1725 2 425 2815 2550 1725 2 425 4595 4903 2 393 675 2598 4587
trainset-videos,0032.mp4,22,544 1251 206 164 3541 2176 3181 3501 3164 2693 4891 2525 1668 314 3346 4599 2741 4891 3889 4635 3216 263
trainset-videos,0033.mp4,5,3052 5007 890 544 1743
